Operación nº,Tipo,Fecha y hora,Señal,Precio USD,Tamaño de la posición (cant.),Tamaño de la posición (valor),PyG netas USD,PyG netas %,Desviación favorable USD,Desviación favorable %,Desviación adversa USD,Desviación adversa %,PyG acumuladas USD,PyG acumuladas %
93,Entrada en largo,2015-04-06 17:15,Long,1223.89,64.5,78940.905,-497.29,-0.63,3.23,0.00,-497.29,-0.63,10125.64,10.13
94,Salida en largo,2015-04-30 14:30,Exit,1200.02,80.5,97100.71,-499.1,-0.51,81.31,0.08,-499.1,-0.51,9626.54,9.63
94,Entrada en largo,2015-04-30 10:45,Long,1206.22,80.5,97100.71,-499.1,-0.51,81.31,0.08,-499.1,-0.51,9626.54,9.63
95,Salida en largo,2015-05-13 15:45,Exit,1209.48,69.7,82808.479,1492.28,1.80,1492.28,1.80,0,0.00,11118.82,11.12
95,Entrada en largo,2015-05-12 12:00,Long,1188.07,69.7,82808.479,1492.28,1.80,1492.28,1.80,0,0.00,11118.82,11.12
96,Salida en corto,2015-06-29 00:00,Exit,1186.3,63.6,74556.372,-892.31,-1.20,229.6,0.31,-892.31,-1.20,10226.51,10.23
96,Entrada en corto,2015-06-24 14:45,Short,1172.27,63.6,74556.372,-892.31,-1.20,229.6,0.31,-892.31,-1.20,10226.51,10.23
97,Salida en corto,2015-07-20 00:15,Exit,1130.03,58.5,67607.865,1501.11,2.22,1501.11,2.22,-241.6,-0.36,11727.62,11.73
97,Entrada en corto,2015-07-13 09:30,Short,1155.69,58.5,67607.865,1501.11,2.22,1501.11,2.22,-241.6,-0.36,11727.62,11.73
98,Salida en corto,2015-07-23 09:30,Exit,1102.84,78.8,86907.732,3.94,0.00,1248.98,1.44,-53.58,-0.06,11731.56,11.73
98,Entrada en corto,2015-07-21 20:00,Short,1102.89,78.8,86907.732,3.94,0.00,1248.98,1.44,-53.58,-0.06,11731.56,11.73
99,Salida en corto,2015-07-31 15:00,Exit,1093.75,59.5,65076.935,-1.19,0.00,813.96,1.25,-492.06,-0.76,11730.37,11.73
99,Entrada en corto,2015-07-27 21:15,Short,1093.73,59.5,65076.935,-1.19,0.00,813.96,1.25,-492.06,-0.76,11730.37,11.73
100,Salida en corto,2015-08-04 09:45,Exit,1091.94,86,93907.7,0.86,0.00,946,1.01,-108.36,-0.12,11731.23,11.73
100,Entrada en corto,2015-08-03 13:30,Short,1091.95,86,93907.7,0.86,0.00,946,1.01,-108.36,-0.12,11731.23,11.73
101,Salida en corto,2015-08-10 16:15,Exit,1099.49,65.3,71299.764,-496.93,-0.70,146.93,0.21,-496.93,-0.70,11234.3,11.23
101,Entrada en corto,2015-08-07 21:15,Short,1091.88,65.3,71299.764,-496.93,-0.70,146.93,0.21,-496.93,-0.70,11234.3,11.23
102,Salida en largo,2015-08-20 07:45,Exit,1141.74,44.5,49312.675,1494.76,3.03,1494.76,3.03,-283.02,-0.57,12729.06,12.73
102,Entrada en largo,2015-08-11 09:45,Long,1108.15,44.5,49312.675,1494.76,3.03,1494.76,3.03,-283.02,-0.57,12729.06,12.73
103,Salida en corto,2015-08-28 03:15,Exit,1129.26,78.4,88035.36,-498.62,-0.57,367.7,0.42,-498.62,-0.57,12230.43,12.23
103,Entrada en corto,2015-08-27 14:30,Short,1122.9,78.4,88035.36,-498.62,-0.57,367.7,0.42,-498.62,-0.57,12230.43,12.23
104,Salida en corto,2015-09-02 08:00,Exit,1141.57,90.5,102804.38,-507.7,-0.49,50.68,0.05,-507.7,-0.49,11722.73,11.72
104,Entrada en corto,2015-09-02 02:15,Short,1135.96,90.5,102804.38,-507.7,-0.49,50.68,0.05,-507.7,-0.49,11722.73,11.72
105,Salida en corto,2015-09-16 16:15,Exit,1119.75,40.7,45573.418,-0.41,0.00,853.48,1.87,-283.68,-0.62,11722.32,11.72
105,Entrada en corto,2015-09-04 15:15,Short,1119.74,40.7,45573.418,-0.41,0.00,853.48,1.87,-283.68,-0.62,11722.32,11.72
106,Salida en largo,2015-09-28 13:30,Exit,1129.86,34.4,38871.656,-4.47,-0.01,918.48,2.36,-297.22,-0.76,11717.85,11.72
106,Entrada en largo,2015-09-17 20:15,Long,1129.99,34.4,38871.656,-4.47,-0.01,918.48,2.36,-297.22,-0.76,11717.85,11.72
107,Salida en corto,2015-09-29 15:30,Exit,1133.82,72.9,82159.029,-496.45,-0.60,185.9,0.23,-496.45,-0.60,11221.4,11.22
107,Entrada en corto,2015-09-29 07:45,Short,1127.01,72.9,82159.029,-496.45,-0.60,185.9,0.23,-496.45,-0.60,11221.4,11.22
108,Salida en corto,2015-10-02 14:30,Exit,1117.15,93.8,104480.068,-308.6,-0.30,861.08,0.82,-308.6,-0.30,10912.8,10.91
108,Entrada en corto,2015-10-01 20:15,Short,1113.86,93.8,104480.068,-308.6,-0.30,861.08,0.82,-308.6,-0.30,10912.8,10.91
109,Salida en largo,2015-10-14 19:45,Exit,1181.13,46.6,53548.526,1492.13,2.79,1492.13,2.79,-478.58,-0.89,12404.93,12.40
109,Entrada en largo,2015-10-08 20:15,Long,1149.11,46.6,53548.526,1492.13,2.79,1492.13,2.79,-478.58,-0.89,12404.93,12.40
110,Salida en largo,2015-10-15 14:30,Exit,1183.1,78.7,93608.928,-498.96,-0.53,3.94,0.00,-498.96,-0.53,11905.97,11.91
110,Entrada en largo,2015-10-15 14:30,Long,1189.44,78.7,93608.928,-498.96,-0.53,3.94,0.00,-498.96,-0.53,11905.97,11.91
111,Salida en corto,2015-10-28 06:30,Exit,1169.68,89.9,104646.297,-507.93,-0.49,284.08,0.27,-507.93,-0.49,11398.04,11.40
111,Entrada en corto,2015-10-26 18:45,Short,1164.03,89.9,104646.297,-507.93,-0.49,284.08,0.27,-507.93,-0.49,11398.04,11.40
112,Salida en corto,2015-11-12 15:30,Exit,1089.6,81.5,88793.435,-8.96,-0.01,1252.66,1.41,-440.91,-0.50,11389.07,11.39
112,Entrada en corto,2015-11-09 15:30,Short,1089.49,81.5,88793.435,-8.96,-0.01,1252.66,1.41,-440.91,-0.50,11389.07,11.39
113,Salida en corto,2015-11-18 20:00,Exit,1072.64,103.3,110305.806,-497.91,-0.45,169.41,0.15,-497.91,-0.45,10891.16,10.89
113,Entrada en corto,2015-11-18 14:15,Short,1067.82,103.3,110305.806,-497.91,-0.45,169.41,0.15,-497.91,-0.45,10891.16,10.89
114,Salida en corto,2015-11-24 14:00,Exit,1080.1,70.8,76467.54,-3.54,0.00,936.68,1.22,-39.65,-0.05,10887.62,10.89
114,Entrada en corto,2015-11-20 16:15,Short,1080.05,70.8,76467.54,-3.54,0.00,936.68,1.22,-39.65,-0.05,10887.62,10.89
115,Salida en corto,2015-11-30 14:15,Exit,1060.37,86.9,91648.216,-497.94,-0.54,127.74,0.14,-497.94,-0.54,10389.69,10.39
115,Entrada en corto,2015-11-30 02:15,Short,1054.64,86.9,91648.216,-497.94,-0.54,127.74,0.14,-497.94,-0.54,10389.69,10.39
116,Salida en largo,2015-12-02 14:15,Exit,1062.13,81,86670.81,-638.28,-0.74,47.79,0.06,-638.28,-0.74,9751.41,9.75
116,Entrada en largo,2015-12-02 00:45,Long,1070.01,81,86670.81,-638.28,-0.74,47.79,0.06,-638.28,-0.74,9751.41,9.75
117,Salida en corto,2015-12-16 14:45,Exit,1075.09,50.9,54217.153,-504.93,-0.93,336.45,0.62,-504.93,-0.93,9246.48,9.25
117,Entrada en corto,2015-12-14 18:30,Short,1065.17,50.9,54217.153,-504.93,-0.93,336.45,0.62,-504.93,-0.93,9246.48,9.25
118,Salida en largo,2016-01-08 08:00,Exit,1100.19,65.2,71737.604,-5.22,-0.01,819.56,1.14,-52.16,-0.07,9241.26,9.24
118,Entrada en largo,2016-01-07 14:00,Long,1100.27,65.2,71737.604,-5.22,-0.01,819.56,1.14,-52.16,-0.07,9241.26,9.24
119,Salida en largo,2016-01-21 11:15,Exit,1097.29,87.8,96839.888,-497.83,-0.51,137.85,0.14,-497.83,-0.51,8743.44,8.74
119,Entrada en largo,2016-01-21 06:15,Long,1102.96,87.8,96839.888,-497.83,-0.51,137.85,0.14,-497.83,-0.51,8743.44,8.74
120,Salida en largo,2016-01-26 16:45,Exit,1118.77,80.9,89005.371,1503.12,1.69,1503.12,1.69,-368.09,-0.41,10246.56,10.25
120,Entrada en largo,2016-01-22 16:30,Long,1100.19,80.9,89005.371,1503.12,1.69,1503.12,1.69,-368.09,-0.41,10246.56,10.25
121,Salida en largo,2016-01-28 15:00,Exit,1114.87,69.4,77870.27,-498.29,-0.64,417.79,0.54,-498.29,-0.64,9748.27,9.75
121,Entrada en largo,2016-01-27 20:15,Long,1122.05,69.4,77870.27,-498.29,-0.64,417.79,0.54,-498.29,-0.64,9748.27,9.75
122,Salida en largo,2016-02-05 14:30,Exit,1153.11,87.2,101048.232,-497.04,-0.49,373.22,0.37,-497.04,-0.49,9251.23,9.25
122,Entrada en largo,2016-02-05 11:45,Long,1158.81,87.2,101048.232,-497.04,-0.49,373.22,0.37,-497.04,-0.49,9251.23,9.25
123,Salida en largo,2016-02-08 15:30,Exit,1191.45,73.7,86317.44,1492.43,1.73,1492.43,1.73,-21.37,-0.02,10743.65,10.74
123,Entrada en largo,2016-02-08 10:15,Long,1171.2,73.7,86317.44,1492.43,1.73,1492.43,1.73,-21.37,-0.02,10743.65,10.74
124,Salida en largo,2016-02-09 08:45,Exit,1188.39,81.1,96871.517,-493.09,-0.51,88.4,0.09,-493.09,-0.51,10250.56,10.25
124,Entrada en largo,2016-02-09 04:15,Long,1194.47,81.1,96871.517,-493.09,-0.51,88.4,0.09,-493.09,-0.51,10250.56,10.25
125,Salida en largo,2016-02-10 10:00,Exit,1185.81,51,60983.25,-506.94,-0.83,159.63,0.26,-506.94,-0.83,9743.62,9.74
125,Entrada en largo,2016-02-09 13:45,Long,1195.75,51,60983.25,-506.94,-0.83,159.63,0.26,-506.94,-0.83,9743.62,9.74
126,Salida en largo,2016-02-11 12:45,Exit,1235.16,37.3,44577.23,1494.24,3.35,1494.24,3.35,-8.58,-0.02,11237.86,11.24
126,Entrada en largo,2016-02-10 21:45,Long,1195.1,37.3,44577.23,1494.24,3.35,1494.24,3.35,-8.58,-0.02,11237.86,11.24
127,Salida en corto,2016-02-17 17:00,Exit,1212.11,62.1,74773.368,-498.66,-0.67,224.8,0.30,-498.66,-0.67,10739.2,10.74
127,Entrada en corto,2016-02-17 10:00,Short,1204.08,62.1,74773.368,-498.66,-0.67,224.8,0.30,-498.66,-0.67,10739.2,10.74
128,Salida en largo,2016-02-24 14:45,Exit,1244.93,83.8,102827.628,1497.51,1.46,1497.51,1.46,-434.08,-0.42,12236.71,12.24
128,Entrada en largo,2016-02-23 22:45,Long,1227.06,83.8,102827.628,1497.51,1.46,1497.51,1.46,-434.08,-0.42,12236.71,12.24
129,Salida en largo,2016-02-26 15:15,Exit,1225.61,31,38493.01,-499.1,-1.30,45.57,0.12,-499.1,-1.30,11737.61,11.74
129,Entrada en largo,2016-02-25 17:45,Long,1241.71,31,38493.01,-499.1,-1.30,45.57,0.12,-499.1,-1.30,11737.61,11.74
130,Salida en largo,2016-03-01 16:30,Exit,1227.34,67.7,83091.595,-0.68,0.00,1435.24,1.73,-158.42,-0.19,11736.93,11.74
130,Entrada en largo,2016-02-29 06:15,Long,1227.35,67.7,83091.595,-0.68,0.00,1435.24,1.73,-158.42,-0.19,11736.93,11.74
131,Salida en largo,2016-03-08 16:00,Exit,1264.5,82.3,104067.527,0.82,0.00,1122.57,1.08,-409.85,-0.39,11737.75,11.74
131,Entrada en largo,2016-03-07 08:45,Long,1264.49,82.3,104067.527,0.82,0.00,1122.57,1.08,-409.85,-0.39,11737.75,11.74
132,Salida en largo,2016-03-10 13:45,Exit,1242.96,33.2,41767.26,-500.99,-1.20,31.87,0.08,-500.99,-1.20,11236.76,11.24
132,Entrada en largo,2016-03-09 19:15,Long,1258.05,33.2,41767.26,-500.99,-1.20,31.87,0.08,-500.99,-1.20,11236.76,11.24
133,Salida en largo,2016-03-14 14:30,Exit,1252.13,62.9,79257.774,-498.8,-0.63,27.68,0.03,-498.8,-0.63,10737.97,10.74
133,Entrada en largo,2016-03-14 11:00,Long,1260.06,62.9,79257.774,-498.8,-0.63,27.68,0.03,-498.8,-0.63,10737.97,10.74
134,Salida en largo,2016-04-01 13:15,Exit,1229.35,89.1,109549.341,-14.26,-0.01,972.08,0.89,-291.36,-0.27,10723.71,10.72
134,Entrada en largo,2016-03-31 07:00,Long,1229.51,89.1,109549.341,-14.26,-0.01,972.08,0.89,-291.36,-0.27,10723.71,10.72
135,Salida en corto,2016-04-05 03:15,Exit,1223.96,68.4,83221.596,-497.27,-0.60,136.8,0.16,-497.27,-0.60,10226.44,10.23
135,Entrada en corto,2016-04-04 03:45,Short,1216.69,68.4,83221.596,-497.27,-0.60,136.8,0.16,-497.27,-0.60,10226.44,10.23
136,Salida en corto,2016-04-06 17:30,Exit,1226.08,86.3,105814.156,3.45,0.00,783.6,0.74,-80.26,-0.08,10229.89,10.23
136,Entrada en corto,2016-04-06 09:15,Short,1226.12,86.3,105814.156,3.45,0.00,783.6,0.74,-80.26,-0.08,10229.89,10.23
137,Salida en largo,2016-04-13 10:30,Exit,1246.38,56.3,70672.264,-501.07,-0.71,416.62,0.59,-501.07,-0.71,9728.82,9.73
137,Entrada en largo,2016-04-11 16:00,Long,1255.28,56.3,70672.264,-501.07,-0.71,416.62,0.59,-501.07,-0.71,9728.82,9.73
138,Salida en corto,2016-04-18 09:15,Exit,1237.23,83.7,103052.277,-503.87,-0.49,14.23,0.01,-503.87,-0.49,9224.95,9.22
138,Entrada en corto,2016-04-18 09:00,Short,1231.21,83.7,103052.277,-503.87,-0.49,14.23,0.01,-503.87,-0.49,9224.95,9.22
139,Salida en corto,2016-04-19 05:45,Exit,1235.15,84.4,103763.892,-482.77,-0.47,141.79,0.14,-482.77,-0.47,8742.18,8.74
139,Entrada en corto,2016-04-19 01:45,Short,1229.43,84.4,103763.892,-482.77,-0.47,141.79,0.14,-482.77,-0.47,8742.18,8.74
140,Salida en largo,2016-04-29 15:45,Exit,1286.86,59.1,74557.605,1495.82,2.01,1495.82,2.01,-8.27,-0.01,10238,10.24
140,Entrada en largo,2016-04-28 17:15,Long,1261.55,59.1,74557.605,1495.82,2.01,1495.82,2.01,-8.27,-0.01,10238,10.24
141,Salida en largo,2016-05-05 17:00,Exit,1274.46,66.4,85124.8,-500.66,-0.59,297.47,0.35,-500.66,-0.59,9737.35,9.74
141,Entrada en largo,2016-05-05 14:00,Long,1282,66.4,85124.8,-500.66,-0.59,297.47,0.35,-500.66,-0.59,9737.35,9.74
142,Salida en corto,2016-05-13 06:30,Exit,1272.16,83,105097.92,-491.36,-0.47,365.2,0.35,-491.36,-0.47,9245.99,9.25
142,Entrada en corto,2016-05-12 22:45,Short,1266.24,83,105097.92,-491.36,-0.47,365.2,0.35,-491.36,-0.47,9245.99,9.25
143,Salida en corto,2016-05-24 17:30,Exit,1232.2,83.8,104761.732,1503.37,1.44,1503.37,1.44,-236.32,-0.23,10749.36,10.75
143,Entrada en corto,2016-05-23 08:00,Short,1250.14,83.8,104761.732,1503.37,1.44,1503.37,1.44,-236.32,-0.23,10749.36,10.75
144,Salida en corto,2016-06-03 14:30,Exit,1221.35,78,94696.68,-568.62,-0.60,624,0.66,-568.62,-0.60,10180.74,10.18
144,Entrada en corto,2016-06-01 15:30,Short,1214.06,78,94696.68,-568.62,-0.60,624,0.66,-568.62,-0.60,10180.74,10.18
145,Salida en largo,2016-06-15 20:00,Exit,1290.81,78.7,100095.382,1491.37,1.49,1491.37,1.49,-260.5,-0.26,11672.1,11.67
145,Entrada en largo,2016-06-10 15:15,Long,1271.86,78.7,100095.382,1491.37,1.49,1491.37,1.49,-260.5,-0.26,11672.1,11.67
146,Salida en corto,2016-06-23 22:00,Exit,1257.38,54.2,69647,1497,2.15,1497,2.15,-30.35,-0.04,13169.11,13.17
146,Entrada en corto,2016-06-21 07:15,Short,1285,54.2,69647,1497,2.15,1497,2.15,-30.35,-0.04,13169.11,13.17
147,Salida en largo,2016-06-28 06:15,Exit,1314.47,40.6,53864.426,-496.94,-0.92,354.03,0.66,-496.94,-0.92,12672.16,12.67
147,Entrada en largo,2016-06-27 00:15,Long,1326.71,40.6,53864.426,-496.94,-0.92,354.03,0.66,-496.94,-0.92,12672.16,12.67
148,Salida en largo,2016-06-29 21:45,Exit,1316.4,80.5,105964.565,5.64,0.01,924.95,0.87,-106.26,-0.10,12677.8,12.68
148,Entrada en largo,2016-06-29 02:30,Long,1316.33,80.5,105964.565,5.64,0.01,924.95,0.87,-106.26,-0.10,12677.8,12.68
149,Salida en largo,2016-07-11 15:00,Exit,1350.97,42.6,58054.428,-503.11,-0.87,523.55,0.90,-503.11,-0.87,12174.69,12.17
149,Entrada en largo,2016-07-08 21:00,Long,1362.78,42.6,58054.428,-503.11,-0.87,523.55,0.90,-503.11,-0.87,12174.69,12.17
150,Salida en corto,2016-07-20 03:45,Exit,1335.08,82.9,110177.416,-500.72,-0.45,74.61,0.07,-500.72,-0.45,11673.98,11.67
150,Entrada en corto,2016-07-19 15:15,Short,1329.04,82.9,110177.416,-500.72,-0.45,74.61,0.07,-500.72,-0.45,11673.98,11.67
151,Salida en corto,2016-07-21 17:30,Exit,1330.02,60,79800,-1.2,0.00,1147.2,1.44,-28.2,-0.04,11672.78,11.67
151,Entrada en corto,2016-07-20 08:00,Short,1330,60,79800,-1.2,0.00,1147.2,1.44,-28.2,-0.04,11672.78,11.67
152,Salida en largo,2016-08-04 04:45,Exit,1353.42,71.1,96235.272,-7.11,-0.01,977.63,1.02,-455.75,-0.47,11665.67,11.67
152,Entrada en largo,2016-08-01 18:15,Long,1353.52,71.1,96235.272,-7.11,-0.01,977.63,1.02,-455.75,-0.47,11665.67,11.67
153,Salida en largo,2016-08-16 15:30,Exit,1341.9,81.5,109378.705,-13.85,-0.01,1300.74,1.19,-245.31,-0.22,11651.81,11.65
153,Entrada en largo,2016-08-15 16:45,Long,1342.07,81.5,109378.705,-13.85,-0.01,1300.74,1.19,-245.31,-0.22,11651.81,11.65
154,Salida en corto,2016-09-16 14:30,Exit,1309.03,72.9,96928.569,1500.28,1.55,1500.28,1.55,-173.5,-0.18,13152.09,13.15
154,Entrada en corto,2016-09-09 20:15,Short,1329.61,72.9,96928.569,1500.28,1.55,1500.28,1.55,-173.5,-0.18,13152.09,13.15
155,Salida en corto,2016-10-06 15:30,Exit,1252.76,82.2,104468.802,1491.93,1.43,1491.93,1.43,-309.07,-0.30,14644.02,14.64
155,Entrada en corto,2016-10-05 15:15,Short,1270.91,82.2,104468.802,1491.93,1.43,1491.93,1.43,-309.07,-0.30,14644.02,14.64
156,Salida en corto,2016-10-13 04:15,Exit,1259.65,81.6,102294.576,-492.86,-0.48,334.56,0.33,-492.86,-0.48,14151.16,14.15
156,Entrada en corto,2016-10-11 21:45,Short,1253.61,81.6,102294.576,-492.86,-0.48,334.56,0.33,-492.86,-0.48,14151.16,14.15
157,Salida en corto,2016-11-11 17:00,Exit,1226.82,52.6,66027.728,1497,2.27,1497,2.27,-344.53,-0.52,15648.16,15.65
157,Entrada en corto,2016-11-11 09:15,Short,1255.28,52.6,66027.728,1497,2.27,1497,2.27,-344.53,-0.52,15648.16,15.65
158,Salida en corto,2016-11-14 18:30,Exit,1228.4,50.8,61901.832,-500.89,-0.81,352.04,0.57,-500.89,-0.81,15147.27,15.15
158,Entrada en corto,2016-11-14 15:15,Short,1218.54,50.8,61901.832,-500.89,-0.81,352.04,0.57,-500.89,-0.81,15147.27,15.15
159,Salida en corto,2016-11-22 02:30,Exit,1220.44,52.4,63940.576,-10.48,-0.02,907.57,1.42,-14.67,-0.02,15136.79,15.14
159,Entrada en corto,2016-11-17 19:00,Short,1220.24,52.4,63940.576,-10.48,-0.02,907.57,1.42,-14.67,-0.02,15136.79,15.14
160,Salida en corto,2016-11-23 14:30,Exit,1192.92,77.7,94180.947,1491.06,1.58,1491.06,1.58,-223,-0.24,16627.85,16.63
160,Entrada en corto,2016-11-22 15:45,Short,1212.11,77.7,94180.947,1491.06,1.58,1491.06,1.58,-223,-0.24,16627.85,16.63
161,Salida en corto,2016-11-28 01:30,Exit,1190.8,83.3,98693.007,-500.63,-0.51,507.3,0.51,-500.63,-0.51,16127.22,16.13
161,Entrada en corto,2016-11-25 16:30,Short,1184.79,83.3,98693.007,-500.63,-0.51,507.3,0.51,-500.63,-0.51,16127.22,16.13
162,Salida en corto,2016-12-01 02:15,Exit,1168.46,69.6,82826.088,1501.27,1.81,1501.27,1.81,-348.7,-0.42,17628.49,17.63
162,Entrada en corto,2016-11-28 11:15,Short,1190.03,69.6,82826.088,1501.27,1.81,1501.27,1.81,-348.7,-0.42,17628.49,17.63
163,Salida en corto,2016-12-15 12:15,Exit,1127.39,32.9,38590.384,1499.25,3.89,1499.25,3.89,-241.81,-0.63,19127.74,19.13
163,Entrada en corto,2016-12-05 03:00,Short,1172.96,32.9,38590.384,1499.25,3.89,1499.25,3.89,-241.81,-0.63,19127.74,19.13
164,Salida en corto,2016-12-16 17:15,Exit,1136.14,101.4,114706.722,-497.87,-0.43,346.79,0.30,-497.87,-0.43,18629.87,18.63
164,Entrada en corto,2016-12-16 15:45,Short,1131.23,101.4,114706.722,-497.87,-0.43,346.79,0.30,-497.87,-0.43,18629.87,18.63
165,Salida en largo,2016-12-28 15:30,Exit,1136.64,96.5,110175.98,-490.22,-0.44,263.45,0.24,-490.22,-0.44,18139.65,18.14
165,Entrada en largo,2016-12-28 03:00,Long,1141.72,96.5,110175.98,-490.22,-0.44,263.45,0.24,-490.22,-0.44,18139.65,18.14
166,Salida en largo,2016-12-30 00:45,Exit,1160.34,90.7,103740.846,1501.99,1.45,1501.99,1.45,-63.49,-0.06,19641.64,19.64
166,Entrada en largo,2016-12-29 01:15,Long,1143.78,90.7,103740.846,1501.99,1.45,1501.99,1.45,-63.49,-0.06,19641.64,19.64
167,Salida en largo,2017-01-10 07:15,Exit,1187.41,74.8,87320.772,1497.5,1.71,1497.5,1.71,0,0.00,21139.14,21.14
167,Entrada en largo,2017-01-05 01:15,Long,1167.39,74.8,87320.772,1497.5,1.71,1497.5,1.71,0,0.00,21139.14,21.14
168,Salida en largo,2017-01-11 15:45,Exit,1181.08,62.2,73963.264,-500.09,-0.68,137.46,0.19,-500.09,-0.68,20639.05,20.64
168,Entrada en largo,2017-01-10 15:45,Long,1189.12,62.2,73963.264,-500.09,-0.68,137.46,0.19,-500.09,-0.68,20639.05,20.64
169,Salida en largo,2017-01-19 02:45,Exit,1197.89,50.3,60252.861,1.01,0.00,1055.8,1.75,-37.22,-0.06,20640.06,20.64
169,Entrada en largo,2017-01-13 20:15,Long,1197.87,50.3,60252.861,1.01,0.00,1055.8,1.75,-37.22,-0.06,20640.06,20.64
170,Salida en corto,2017-01-25 15:15,Exit,1197.12,93.2,113066.512,1494.93,1.32,1494.93,1.32,-428.72,-0.38,22134.98,22.13
170,Entrada en corto,2017-01-24 09:00,Short,1213.16,93.2,113066.512,1494.93,1.32,1494.93,1.32,-428.72,-0.38,22134.98,22.13
171,Salida en largo,2017-02-06 18:45,Exit,1230.83,96.7,117524.345,1496.92,1.27,1496.92,1.27,-152.79,-0.13,23631.9,23.63
171,Entrada en largo,2017-02-03 14:45,Long,1215.35,96.7,117524.345,1496.92,1.27,1496.92,1.27,-152.79,-0.13,23631.9,23.63
172,Salida en largo,2017-02-27 21:00,Exit,1253.8,92.9,116978.751,-500.73,-0.43,437.56,0.37,-500.73,-0.43,23131.17,23.13
172,Entrada en largo,2017-02-27 16:30,Long,1259.19,92.9,116978.751,-500.73,-0.43,437.56,0.37,-500.73,-0.43,23131.17,23.13
173,Salida en corto,2017-03-01 19:00,Exit,1247.33,85.6,106268.976,-502.47,-0.47,386.91,0.36,-502.47,-0.47,22628.7,22.63
173,Entrada en corto,2017-03-01 13:15,Short,1241.46,85.6,106268.976,-502.47,-0.47,386.91,0.36,-502.47,-0.47,22628.7,22.63
174,Salida en largo,2017-04-11 16:45,Exit,1272.41,93.2,117089.024,1499.59,1.28,1499.59,1.28,-298.24,-0.25,24128.28,24.13
174,Entrada en largo,2017-04-11 00:45,Long,1256.32,93.2,117089.024,1499.59,1.28,1499.59,1.28,-298.24,-0.25,24128.28,24.13
175,Salida en largo,2017-04-18 15:45,Exit,1281.18,58,74303.8,4.64,0.01,836.94,1.13,-70.76,-0.10,24132.92,24.13
175,Entrada en largo,2017-04-12 21:30,Long,1281.1,58,74303.8,4.64,0.01,836.94,1.13,-70.76,-0.10,24132.92,24.13
176,Salida en corto,2017-05-12 09:30,Exit,1228.52,62.3,76533.681,-3.11,0.00,884.04,1.16,-44.23,-0.06,24129.81,24.13
176,Entrada en corto,2017-05-08 16:45,Short,1228.47,62.3,76533.681,-3.11,0.00,884.04,1.16,-44.23,-0.06,24129.81,24.13
177,Salida en corto,2017-06-14 14:45,Exit,1275.66,83.4,106388.376,-1.67,0.00,1364.42,1.28,-30.86,-0.03,24128.14,24.13
177,Entrada en corto,2017-06-09 03:15,Short,1275.64,83.4,106388.376,-1.67,0.00,1364.42,1.28,-30.86,-0.03,24128.14,24.13
178,Salida en largo,2017-06-15 12:00,Exit,1257.22,56.7,71784.468,-500.09,-0.70,9.64,0.01,-500.09,-0.70,23628.05,23.63
178,Entrada en largo,2017-06-15 03:30,Long,1266.04,56.7,71784.468,-500.09,-0.70,9.64,0.01,-500.09,-0.70,23628.05,23.63
179,Salida en corto,2017-06-22 04:15,Exit,1253.34,98.2,122576.186,-501.8,-0.41,714.9,0.58,-501.8,-0.41,23126.24,23.13
179,Entrada en corto,2017-06-19 15:15,Short,1248.23,98.2,122576.186,-501.8,-0.41,714.9,0.58,-501.8,-0.41,23126.24,23.13
180,Salida en corto,2017-07-03 13:15,Exit,1232.92,92.9,116039.532,1501.26,1.29,1501.26,1.29,-379.96,-0.33,24627.51,24.63
180,Entrada en corto,2017-06-28 16:15,Short,1249.08,92.9,116039.532,1501.26,1.29,1501.26,1.29,-379.96,-0.33,24627.51,24.63
181,Salida en corto,2017-07-11 17:15,Exit,1216,100,121098,-502,-0.41,277,0.23,-502,-0.41,24125.51,24.13
181,Entrada en corto,2017-07-11 07:00,Short,1210.98,100,121098,-502,-0.41,277,0.23,-502,-0.41,24125.51,24.13
182,Salida en largo,2017-08-03 01:00,Exit,1262.88,70.7,89788.293,-502.68,-0.56,198.67,0.22,-502.68,-0.56,23622.83,23.62
182,Entrada en largo,2017-08-02 15:45,Long,1269.99,70.7,89788.293,-502.68,-0.56,198.67,0.22,-502.68,-0.56,23622.83,23.62
183,Salida en largo,2017-08-14 09:30,Exit,1283.57,86.9,112037.563,-495.33,-0.44,211.17,0.19,-495.33,-0.44,23127.5,23.13
183,Entrada en largo,2017-08-11 20:45,Long,1289.27,86.9,112037.563,-495.33,-0.44,211.17,0.19,-495.33,-0.44,23127.5,23.13
184,Salida en largo,2017-08-18 17:45,Exit,1288.81,71.6,92279.512,-0.72,0.00,859.92,0.93,-201.91,-0.22,23126.79,23.13
184,Entrada en largo,2017-08-17 21:45,Long,1288.82,71.6,92279.512,-0.72,0.00,859.92,0.93,-201.91,-0.22,23126.79,23.13
185,Salida en corto,2017-09-29 09:45,Exit,1289.31,68.4,87692.904,-495.9,-0.57,292.07,0.33,-495.9,-0.57,22630.89,22.63
185,Entrada en corto,2017-09-27 22:15,Short,1282.06,68.4,87692.904,-495.9,-0.57,292.07,0.33,-495.9,-0.57,22630.89,22.63
186,Salida en corto,2017-10-26 07:15,Exit,1281.31,91,116098.71,-500.5,-0.43,433.16,0.37,-500.5,-0.43,22130.39,22.13
